id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references,dataset_id
26818533,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,89659b1d-8683-46a6-b981-a544d2cdf397,BRIT393616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:89659b1d-8683-46a6-b981-a544d2cdf397,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26818533,370-symbiota_data
14264180,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,3664ba8e-9fc2-4c44-b869-8816226d0857,BRIT345365,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Euphorbiaceae|Croton,Plantae,Magnoliophyta,,Malpighiales,Euphorbiaceae,Croton monanthogynus,3416.0,Michx.,Croton,,monanthogynus,,,Species,,,,,,,,V. L. Cory,58404,1950-09-29,1950.0,9.0,29.0,272.0,,1950-09-29,,,,,,,,,,,,,,,United States,Texas,Callahan,,,,32.297656,-99.373488,,41238.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:46:29,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:3664ba8e-9fc2-4c44-b869-8816226d0857,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14264180,370-symbiota_data
26809973,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,5694fc35-308f-494f-8961-c18f3110c1dd,BRIT383263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:5694fc35-308f-494f-8961-c18f3110c1dd,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26809973,370-symbiota_data
24840112,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,6b1fa22e-4945-4b62-a680-3d9cba43d43b,BRIT352579,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Hoffmanseggia,Plantae,Magnoliophyta,,Fabales,Fabaceae,Hoffmanseggia drepanocarpa,130130.0,A.Gray,Hoffmanseggia,,drepanocarpa,,,Species,Imre J. Eiferte,1976,,,,,,L. C. Hinckley; Leon Hinckley,85,1949-06-13,1949.0,6.0,13.0,164.0,,1949-6-13,A few plants scattered .,In sand.,,,,,,,,,,,,,United States,Texas,Culberson,,On Highway 80 about 12 mi. e. Van Horn.,,,,,,,,,,,,,,,,,,,,TEX4BRITJohari,2020-07-09 07:22:23,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:6b1fa22e-4945-4b62-a680-3d9cba43d43b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24840112,370-symbiota_data
14247173,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,eb6a8ede-96ac-4172-b3b0-3d25e1945732,BRIT333575,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Symphyotrichum,Plantae,Magnoliophyta,,Asterales,Asteraceae,Symphyotrichum praealtum,18799.0,(Poir.) G. L. Nesom,Symphyotrichum,,praealtum,,,Species,,,,,,,,Barton H. Warnock,s.n.,1946-10-25,1946.0,10.0,25.0,298.0,,1946-10-25,,,,,,,,,,,,,,,United States,Texas,Jeff Davis,,,,30.715478,-104.14002,,88770.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:31:56,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:eb6a8ede-96ac-4172-b3b0-3d25e1945732,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14247173,370-symbiota_data
19520949,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,7f70548b-4f1b-46b8-aad8-557fb3680033,BRIT50491,,Plantae|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Cyperus,Plantae,Magnoliophyta,,Poales,Cyperaceae,Cyperus acuminatus,868.0,Torr. & Hook.,Cyperus,,acuminatus,,,Species,R. J. O'Kennon,,,,,,,R. J. O`Kennon,9289,1991-08-13,1991.0,8.0,13.0,225.0,,1991-8-13,,,,,,,,,,,,,,,United States,Texas,Mason,,Castell Crossing. RR 152 at Pluenneke Crk.,,30.6412,-99.0591,,,,,,,,,398.0,,,,,,,,preprocessed,2011-08-31 16:28:15,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:7f70548b-4f1b-46b8-aad8-557fb3680033,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=19520949,370-symbiota_data
26775585,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,9fd54c98-acba-4a74-a456-af1408911172,BRIT232246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nfn:britjb,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2021-02-11 14:51:21,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:9fd54c98-acba-4a74-a456-af1408911172,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26775585,370-symbiota_data
14226710,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,3bf61cc8-53af-4360-94cf-495ada5b2145,BRIT259746,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Apocynaceae|Asclepias,Plantae,Magnoliophyta,,Gentianales,Apocynaceae,Asclepias oenotheroides,17935.0,Schltdl. & Cham.,Asclepias,,oenotheroides,,,Species,,,,,,,,Joe C. Johnson,1017,1952-09-28,1952.0,9.0,28.0,272.0,,1952-09-28,,,,,,,,,,,,,,,United States,Texas,Karnes,,,,28.905739,-97.859402,,39125.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:46:56,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:3bf61cc8-53af-4360-94cf-495ada5b2145,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14226710,370-symbiota_data
26392796,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,22372811-f929-4d1c-8c23-59bf9e8791c8,BRIT358369,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Geraniales|Geraniaceae|Geranium,Plantae,Magnoliophyta,,Geraniales,Geraniaceae,Geranium texanum,85318.0,(Trel.) A. Heller,Geranium,,texanum,,,Species,F. M. Heller,1981,,,,,,Norlan C. Henderson,63-477,1963-04-23,,,,,,,,Roadside.,,,,,,,,,,,,,United States,Texas,Callahan,,"Roadside along TX 18, about 4 miles west of Clyde, TX.",,,,,,,,,,,,,,,,,,,,JLippert,2021-02-28 13:29:40,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:22372811-f929-4d1c-8c23-59bf9e8791c8,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26392796,370-symbiota_data
14228950,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,aab66b84-3247-4d53-891c-6f0fded96df8,BRIT277773,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Chrysopsis,Plantae,Magnoliophyta,,Asterales,Asteraceae,Chrysopsis mariana,78031.0,(L.) Elliott,Chrysopsis,,mariana,,,Species,,,,,,,,V. L. Cory,52757,1947-04-08,1947.0,4.0,8.0,98.0,,1947-04-08,,,,,,,,,,,,,,,United States,Texas,Jasper,,,,30.743961,-94.025085,,62526.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:37:12,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:aab66b84-3247-4d53-891c-6f0fded96df8,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228950,370-symbiota_data
26787349,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,61e69fd4-e2e8-4271-be1e-34522ccb942b,BRIT389593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:61e69fd4-e2e8-4271-be1e-34522ccb942b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26787349,370-symbiota_data
26805239,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,18a338a8-2132-4c10-be47-c261bd644068,BRIT487175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:18a338a8-2132-4c10-be47-c261bd644068,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26805239,370-symbiota_data
14256677,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,0a481078-ff55-4d0c-af2a-13da44276ada,BRIT336715,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Xanthisma|Xanthisma texanum,Plantae,Magnoliophyta,,Asterales,Asteraceae,Xanthisma texanum subsp. drummondii,11935.0,(Torr. & A. Gray) Semple,Xanthisma,,texanum,subsp.,drummondii,Subspecies,,,,,,,,Delzie Demaree,7715,1930-05-00,1930.0,5.0,0.0,,,1930-05-XX,,,,,,,,,,,,,,,United States,Texas,Lubbock,,,,33.610206,-101.820546,,41227.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:21:00,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:0a481078-ff55-4d0c-af2a-13da44276ada,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14256677,370-symbiota_data
26801216,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,d487bb33-d2f8-4de3-971d-0e29a81b5b2b,BRIT406637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:d487bb33-d2f8-4de3-971d-0e29a81b5b2b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26801216,370-symbiota_data
25205156,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,7bc64756-0624-46c4-b1c2-a75d9775d8d4,BRIT548647,03011,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Helenium|Helenium amarum,Plantae,Magnoliophyta,,Asterales,Asteraceae,Helenium amarum var. badium,50201.0,(A.Gray) Waterf.,Helenium,,amarum,var.,badium,Variety,,,,,,,,John Taylor; Connie Taylor,32202,1984-05-05,1984.0,5.0,5.0,126.0,,,,collected from the granite out crops,,,,,,,,,,,,,United States,Oklahoma,Greer,,Camp Kate Girl Scout Camp on the NW edge of Granite.,,,,,,,,,,,,,,,,,,,,apbordelon,2020-06-24 08:22:16,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:7bc64756-0624-46c4-b1c2-a75d9775d8d4,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25205156,370-symbiota_data
14231548,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,80a52a34-560a-4e0a-bf2e-899d77a73e0c,BRIT286003,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Erigeron,Plantae,Magnoliophyta,,Asterales,Asteraceae,Erigeron philadelphicus,18209.0,L.,Erigeron,,philadelphicus,,,Species,,,,,,,,Lloyd H. Shinners,14156,1953-04-15,1953.0,4.0,15.0,105.0,,1953-04-15,,,,,,,,,,,,,,,United States,Texas,Ellis,,,,32.34843,-96.794485,,42439.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:32:58,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:80a52a34-560a-4e0a-bf2e-899d77a73e0c,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14231548,370-symbiota_data
14242366,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,999b1362-0a4e-4181-a6fe-a4ee4e4cb449,BRIT327780,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Palafoxia|Palafoxia rosea,Plantae,Magnoliophyta,,Asterales,Asteraceae,Palafoxia rosea var. macrolepis,93534.0,(Rydb.) B.L. Turner & Morris,Palafoxia,,rosea,var.,macrolepis,Variety,,,,,,,,Peggy A. Amerson,2274,1974-08-26,1974.0,8.0,26.0,238.0,,1974-08-26,,,,,,,,,,,,,,,United States,Texas,Atascosa,,,,28.893525,-98.527132,,51742.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:44:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:999b1362-0a4e-4181-a6fe-a4ee4e4cb449,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14242366,370-symbiota_data
26812854,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,009d9cc1-75e3-4dc7-a83d-065aca405a18,BRIT459304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:009d9cc1-75e3-4dc7-a83d-065aca405a18,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26812854,370-symbiota_data
14247668,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,764d4005-2aad-4407-8b48-589252ae4a37,BRIT335114,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia,Plantae,Magnoliophyta,,Asterales,Asteraceae,Townsendia texensis,103707.0,Larsen,Townsendia,,texensis,,,Species,,,,,,,,Guy Nesom; Robert J. O'Kennon,LAMR562b,2002-06-26,2002.0,6.0,26.0,177.0,,2002-06-26,,,,,,,,,,,,,,,United States,Texas,Potter,,,,35.401273,-101.894004,,41726.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 13:08:19,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:764d4005-2aad-4407-8b48-589252ae4a37,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14247668,370-symbiota_data
26782792,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,a0535c68-18aa-487c-a3be-5746bd155e52,BRIT358761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:a0535c68-18aa-487c-a3be-5746bd155e52,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26782792,370-symbiota_data
26831472,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,51bb1e42-2688-4c5b-8742-d0f1a48bfd5a,BRIT566773,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Psoralea,Plantae,Magnoliophyta,,Fabales,Fabaceae,Psoralea tenuiflora,6961.0,Pursh,Psoralea,,tenuiflora,,,Species,,,,,,,,Delzie Demaree,13317,1936-07-27,1936.0,7.0,27.0,209.0,,,,River bottoms.,,,,,,,,,,,,,United States,Oklahoma,Cimarron,,Cimarron river bottoms; Kenton.,,,,,,,,,,,,,,,,,,,,apbordelon,2020-12-22 10:45:02,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:51bb1e42-2688-4c5b-8742-d0f1a48bfd5a,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26831472,370-symbiota_data
14246890,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,8bf9085a-ba19-4d06-80b9-0d9867fb1314,BRIT335428,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Thelesperma,Plantae,Magnoliophyta,,Asterales,Asteraceae,Thelesperma megapotamicum,2088.0,(Spreng.) Kuntze,Thelesperma,,megapotamicum,,,Species,,,,,,,,Lloyd H. Shinners,8087,1945-06-23,1945.0,6.0,23.0,174.0,,1945-06-23,,,,,,,,,,,,,,,United States,Texas,Hutchinson,,,,35.840026,-101.354699,,41048.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 13:08:19,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:8bf9085a-ba19-4d06-80b9-0d9867fb1314,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14246890,370-symbiota_data
14259682,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,d2fe8085-4b07-4056-922c-77633ed6187b,BRIT369466,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Amaranthaceae,Plantae,Magnoliophyta,,Caryophyllales,Amaranthaceae,Atriplex,4212.0,L.,Atriplex,,,,,Genus,,,,,,,,Geyata Ajilvsgi,2213,1974-09-20,1974.0,9.0,20.0,263.0,,1974-09-20,,,,,,,,,,,,,,,United States,Texas,Calhoun,,,,28.439109,-96.615074,,53361.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:45:05,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:d2fe8085-4b07-4056-922c-77633ed6187b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14259682,370-symbiota_data
26828196,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,1b15f276-d906-48b1-b515-3a3de16a14d7,BRIT321176,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Machaeranthera,Plantae,Magnoliophyta,,Asterales,Asteraceae,Machaeranthera tanacetifolia,2364.0,(Kunth) Nees,Machaeranthera,,tanacetifolia,,,Species,Guy Nesom,2016,,,,,,D. S. Correll,16599,1957-06-02,,,,,,,Flowers purple.,On rocky slopes.,,,,,,,,,,,,,United States,Texas,Randall,,In Palo Duro Canyon State Park.,,,,,,,,,,,,,,,,,,,,JLippert,2020-11-12 16:44:29,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:1b15f276-d906-48b1-b515-3a3de16a14d7,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26828196,370-symbiota_data
26767134,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,88fbde70-6858-459d-9ddf-22e5e184f60e,BRIT445802,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Asterids|Ericales|Ericaceae|Cavendishia,Plantae,Magnoliophyta,,Ericales,Ericaceae,Cavendishia bracteata,181040.0,(Ruiz & Pav. ex J.St.Hil.) Hoerold,Cavendishia,,bracteata,,,Species,James Luteyn,2008,,,,,,R. Vasquez; C. Rojas,27776,2002-12-10,2002.0,12.0,10.0,344.0,,,"Arbusto 1m, flores rojizas.",Bosque secundario.,,,,,,,,,,,,,Peru,Pasco,Oxapampa,,Distrito Oxapampa. La Suiza.,,-10.55,-75.45,,,10°33'S 075°27'W,,,,,,2200.0,,,,,2200m,,,carrollk2015,2020-09-30 17:49:53,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:88fbde70-6858-459d-9ddf-22e5e184f60e,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26767134,370-symbiota_data
26826083,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,75b6e511-0bdf-4a0d-9997-7569e0dee268,BRIT402592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:75b6e511-0bdf-4a0d-9997-7569e0dee268,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26826083,370-symbiota_data
25178016,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,1ea14e0c-b709-4b5d-ba72-47703942d0ea,BRIT535805,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Ambrosia,Plantae,Magnoliophyta,,Asterales,Asteraceae,Ambrosia bidentata,43533.0,Michx.,Ambrosia,,bidentata,,,Species,,,,,,,,Charles S. Wallis,6002,1957-10-05,1957.0,10.0,5.0,278.0,,10/5/57,,open banks of creek below and above falls,,,,,,,,,,,,,United States,Oklahoma,Cherokee,,"below and above McSpadden Falls, 7.8 mi. N.E. of Tahlequah on State 10.",,,,,,,,,,,,,,,,,,,,apbordelon,2020-06-09 11:17:13,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:1ea14e0c-b709-4b5d-ba72-47703942d0ea,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25178016,370-symbiota_data
14251411,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,d35d7a08-fc7f-4bc0-9097-ff879fb709d9,BRIT332292,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Solidago,Plantae,Magnoliophyta,,Asterales,Asteraceae,Solidago radula,101822.0,Nutt.,Solidago,,radula,,,Species,,,,,,,,Lloyd H. Shinners,11653,1949-09-11,1949.0,9.0,11.0,254.0,,1949-09-11,,,,,,,,,,,,,,,United States,Texas,Hunt,,,,33.123595,-96.085455,,45298.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:15:50,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:d35d7a08-fc7f-4bc0-9097-ff879fb709d9,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14251411,370-symbiota_data
24931949,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,f96f8506-764a-4c58-97e3-65585985d800,BRIT451120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nfn:britjb,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,preprocessed,2021-02-11 14:51:21,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:f96f8506-764a-4c58-97e3-65585985d800,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24931949,370-symbiota_data
14255731,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,816b73a7-3651-4cb8-88c3-eadea54c0a46,BRIT334535,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Taraxacum,Plantae,Magnoliophyta,,Asterales,Asteraceae,Taraxacum officinale,141.0,F. H. Wigg.,Taraxacum,,officinale,,,Species,,,,,,,,Floyd R. Waller Jr.,749,1966-06-04,1966.0,6.0,4.0,155.0,,1966-06-04,,,,,,,,,,,,,,,United States,Texas,Deaf Smith,,,,34.966019,-102.604927,,56233.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:45:53,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:816b73a7-3651-4cb8-88c3-eadea54c0a46,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14255731,370-symbiota_data
14266854,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,cb0fee13-92ac-4178-8cfb-9e09c309c6eb,BRIT347948,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus,Plantae,Magnoliophyta,,Fabales,Fabaceae,Astragalus brazoensis,45922.0,Buckley,Astragalus,,brazoensis,,,Species,,,,,,,,Susana Vizuet,75,1964-03-23,1964.0,3.0,23.0,83.0,,1964-03-23,,,,,,,,,,,,,,,United States,Texas,Matagorda,,,,28.785651,-96.003981,,70610.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:11:52,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:cb0fee13-92ac-4178-8cfb-9e09c309c6eb,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14266854,370-symbiota_data
